ANIO,CCDD,NOMBREDD,CCPP,NOMBREPV,CCDI,NOMBREDI,CONGLOMERADO,NSELUA,UA,ESTRATO,RESFIN,REGION,DOMINIO,FACTOR,CODIGO,P101A,P102_1,P102_2,P229G_N,P204_NOM_200D,P204_COD_200D,P229G_NOM,P229G_COD,P229H_CANT_ENT,P229H_CANT_DEC,P229H_UM,P229H_UM_COD,P229H_EQUIV,P229I_1_CANT_ENT,P229I_1_CANT_DEC,P229I_PREC_ENT,P229I_PREC_DEC,P229I_VAL,P229I_1_PRE_KG,P229I_2_ENT,P229I_2_DEC,P229I_3_ENT,P229I_3_DEC,OMICAP200_03
2019.0,13,LA LIBERTAD,02,ASCOPE,06,RAZURI,07056,00102,12,,Completa,Costa,Costa Norte,107.7416666666667,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ MORADO,2110.0,CHALA DE MAIZ,4105.0,100.0,000,KILO,12,1.0,0.0,000,, ,,,0.0,000,100.0,000, 
2019.0,13,LA LIBERTAD,02,ASCOPE,06,RAZURI,07056,00104,13,,Completa,Costa,Costa Norte,107.7416666666667,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMARILLO DURO,2107.0,CHALA DE MAIZ,4105.0,200.0,000,KILO,12,1.0,0.0,000,, ,,,0.0,000,200.0,000, 
2019.0,13,LA LIBERTAD,02,ASCOPE,02,CHICAMA,07081,00013,3,,Completa,Costa,Costa Norte,92.35000000000001,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,1.0,MAIZ AMARILLO DURO,2107.0,CHALA DE MAIZ,4105.0,3.0,000,CAMIONADA,08,1500.0,0.0,000,, ,,,0.0,000,3.0,000, 
2019.0,13,LA LIBERTAD,02,ASCOPE,02,CHICAMA,07081,00016,4,,Completa,Costa,Costa Norte,92.35000000000001,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMARILLO DURO,2107.0,CHALA DE MAIZ,4105.0,4.0,000,CAMIONADA,08,2000.0,0.0,000,, ,,,1.0,000,3.0,000, 
2019.0,13,LA LIBERTAD,02,ASCOPE,02,CHICAMA,07081,00047,6,,Completa,Costa,Costa Norte,92.35000000000001,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,1.0,ARROZ CASCARA,2101.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,30.0,000,KILO,12,1.0,0.0,000,, ,,,0.0,000,30.0,000, 
2019.0,13,LA LIBERTAD,02,ASCOPE,02,CHICAMA,07081,00048,7,,Completa,Costa,Costa Norte,92.35000000000001,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,1.0,ARROZ CASCARA,2101.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,100.0,000,KILO,12,1.0,0.0,000,, ,,,0.0,000,100.0,000, 
2019.0,13,LA LIBERTAD,02,ASCOPE,02,CHICAMA,07081,00057,8,,Completa,Costa,Costa Norte,92.35000000000001,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,1.0,MAIZ AMARILLO DURO,2107.0,CHALA DE MAIZ,4105.0,1.0,000,CAMIONADA,08,1000.0,0.0,000,, ,,,0.0,000,1.0,000, 
2019.0,13,LA LIBERTAD,02,ASCOPE,03,CHOCOPE,07091,00094,12,,Completa,Costa,Costa Norte,99.45384615384616,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMARILLO DURO,2107.0,CHALA DE MAIZ,4105.0,2.0,000,MONTON,42,10.0,0.0,000,, ,,,2.0,000,0.0,000, 
2019.0,13,LA LIBERTAD,02,ASCOPE,04,MAGDALENA DE CAO,07094,00142,14,,Completa,Costa,Costa Norte,99.45384615384616,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMARILLO DURO,2107.0,CHALA DE MAIZ,4105.0,50.0,000,KILO,12,1.0,0.0,000,, ,,,0.0,000,50.0,000, 
2019.0,13,LA LIBERTAD,11,GRAN CHIMU,01,CASCAS,07108,00001,1,,Completa,Sierra,Sierra Norte,92.20879120879121,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMARILLO DURO,2107.0,CHALA DE MAIZ,4105.0,250.0,000,KILO,12,1.0,0.0,000,, ,,,250.0,000,0.0,000, 
2019.0,13,LA LIBERTAD,11,GRAN CHIMU,01,CASCAS,07108,00006,2,,Completa,Sierra,Sierra Norte,92.20879120879121,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMARILLO DURO,2107.0,CHALA DE MAIZ,4105.0,10.0,000,MONTON,42,30.0,0.0,000,, ,,,10.0,000,0.0,000, 
2019.0,13,LA LIBERTAD,11,GRAN CHIMU,01,CASCAS,07108,00016,3,,Completa,Sierra,Sierra Norte,92.20879120879121,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMARILLO DURO,2107.0,CHALA DE MAIZ,4105.0,2.0,000,MONTON,42,100.0,2.0,000,10.0,00,20.0,0.1,0.0,000,0.0,000, 
2019.0,13,LA LIBERTAD,11,GRAN CHIMU,01,CASCAS,07108,00032,5,,Completa,Sierra,Sierra Norte,92.20879120879121,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMARILLO DURO,2107.0,CHALA DE MAIZ,4105.0,5.0,000,MONTON,42,75.0,0.0,000,, ,,,5.0,000,0.0,000, 
2019.0,13,LA LIBERTAD,11,GRAN CHIMU,01,CASCAS,07108,00061,9,,Completa,Sierra,Sierra Norte,92.20879120879121,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMARILLO DURO,2107.0,CHALA DE MAIZ,4105.0,5.0,000,MANTADA,15,8.0,0.0,000,, ,,,5.0,000,0.0,000, 
2019.0,13,LA LIBERTAD,11,GRAN CHIMU,01,CASCAS,07108,00100,13,,Completa,Sierra,Sierra Norte,92.20879120879121,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMARILLO DURO,2107.0,CHALA DE MAIZ,4105.0,2.0,000,MANTADA,15,10.0,0.0,000,, ,,,0.0,000,2.0,000, 
2019.0,13,LA LIBERTAD,11,GRAN CHIMU,01,CASCAS,07111,00004,1,,Completa,Sierra,Sierra Norte,92.20879120879123,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,30.0,000,ATADO,02,10.0,0.0,000,, ,,,30.0,000,0.0,000, 
2019.0,13,LA LIBERTAD,11,GRAN CHIMU,01,CASCAS,07111,00030,4,,Completa,Sierra,Sierra Norte,92.20879120879123,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMARILLO DURO,2107.0,CHALA DE MAIZ,4105.0,1.0,000,TONELADA,22,1000.0,1.0,000,150.0,00,150.0,0.15,0.0,000,0.0,000, 
2019.0,13,LA LIBERTAD,11,GRAN CHIMU,01,CASCAS,07111,00054,7,,Completa,Sierra,Sierra Norte,92.20879120879123,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMARILLO DURO,2107.0,CHALA DE MAIZ,4105.0,1.0,500,TONELADA,22,1000.0,1.0,000,300.0,00,300.0,0.3,0.0,500,0.0,000, 
2019.0,13,LA LIBERTAD,11,GRAN CHIMU,01,CASCAS,07111,00059,8,,Completa,Sierra,Sierra Norte,92.20879120879123,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMARILLO DURO,2107.0,CHALA DE MAIZ,4105.0,0.0,250,TONELADA,22,1000.0,0.0,250,150.0,00,38.0,0.15,0.0,000,0.0,000, 
2019.0,13,LA LIBERTAD,11,GRAN CHIMU,01,CASCAS,07111,00095,14,,Completa,Sierra,Sierra Norte,92.20879120879123,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMARILLO DURO,2107.0,CHALA DE MAIZ,4105.0,1.0,000,TONELADA,22,1000.0,1.0,000,200.0,00,200.0,0.2,0.0,000,0.0,000, 
2019.0,13,LA LIBERTAD,06,OTUZCO,10,PARANDAY,07191,00025,3,,Completa,Sierra,Sierra Norte,92.20879120879123,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,TRIGO,2113.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,30.0,000,KILO,12,1.0,0.0,000,, ,,,30.0,000,0.0,000, 
2019.0,13,LA LIBERTAD,06,OTUZCO,10,PARANDAY,07191,00035,4,,Completa,Sierra,Sierra Norte,92.20879120879123,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,40.0,000,KILO,12,1.0,0.0,000,, ,,,40.0,000,0.0,000, 
2019.0,13,LA LIBERTAD,06,OTUZCO,10,PARANDAY,07191,00035,4,,Completa,Sierra,Sierra Norte,92.20879120879123,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,CEBADA GRANO,2104.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,20.0,000,KILO,12,1.0,0.0,000,, ,,,20.0,000,0.0,000, 
2019.0,13,LA LIBERTAD,06,OTUZCO,10,PARANDAY,07191,00038,6,,Completa,Sierra,Sierra Norte,92.20879120879123,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,CEBADA GRANO,2104.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,20.0,000,KILO,12,1.0,0.0,000,, ,,,20.0,000,0.0,000, 
2019.0,13,LA LIBERTAD,06,OTUZCO,10,PARANDAY,07191,00056,9,,Completa,Sierra,Sierra Norte,92.20879120879123,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,TRIGO,2113.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,40.0,000,KILO,12,1.0,0.0,000,, ,,,40.0,000,0.0,000, 
2019.0,13,LA LIBERTAD,06,OTUZCO,10,PARANDAY,07191,00067,10,,Completa,Sierra,Sierra Norte,92.20879120879123,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,TRIGO,2113.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,16.0,000,ARROBA,01,11.5,0.0,000,, ,,,16.0,000,0.0,000, 
2019.0,13,LA LIBERTAD,06,OTUZCO,10,PARANDAY,07191,00086,13,,Completa,Sierra,Sierra Norte,92.20879120879123,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,CEBADA GRANO,2104.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,15.0,000,KILO,12,1.0,0.0,000,, ,,,15.0,000,0.0,000, 
2019.0,13,LA LIBERTAD,06,OTUZCO,10,PARANDAY,07191,00094,14,,Completa,Sierra,Sierra Norte,92.20879120879123,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,TRIGO,2113.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,12.0,000,ARROBA,01,11.5,0.0,000,, ,,,12.0,000,0.0,000, 
2019.0,13,LA LIBERTAD,06,OTUZCO,01,OTUZCO,07202,00065,10,,Completa,Sierra,Sierra Norte,92.20879120879121,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ CHOCLO,2109.0,CHALA DE MAIZ,4105.0,15.0,000,KILO,12,1.0,0.0,000,, ,,,15.0,000,0.0,000, 
2019.0,13,LA LIBERTAD,06,OTUZCO,01,OTUZCO,07218,00012,1,,Completa,Sierra,Sierra Norte,92.20879120879123,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,TRIGO,2113.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,2.0,000,SAQUILLO,88,15.0,0.0,000,, ,,,0.0,000,2.0,000, 
2019.0,13,LA LIBERTAD,06,OTUZCO,01,OTUZCO,07218,00043,6,,Completa,Sierra,Sierra Norte,92.20879120879123,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,PAPA BLANCA,2612.0,RASTROJO DE PAPA,4130.0,10.0,000,MANTADA,15,6.0,0.0,000,, ,,,10.0,000,0.0,000, 
2019.0,13,LA LIBERTAD,06,OTUZCO,01,OTUZCO,07218,00076,10,,Completa,Sierra,Sierra Norte,92.20879120879123,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,TRIGO,2113.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,2.0,000,MANTADA,15,15.0,0.0,000,, ,,,2.0,000,0.0,000, 
2019.0,13,LA LIBERTAD,06,OTUZCO,01,OTUZCO,07218,00105,14,,Completa,Sierra,Sierra Norte,92.20879120879123,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,TRIGO,2113.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,80.0,000,KILO,12,1.0,0.0,000,, ,,,0.0,000,80.0,000, 
2019.0,13,LA LIBERTAD,06,OTUZCO,01,OTUZCO,07219,00043,4,,Completa,Sierra,Sierra Norte,92.20879120879121,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,TARHUI GRANO SECO,2509.0,RASTROJO DE TARHUI,8888.0,3.0,000,CARGA,09,6.0,0.0,000,, ,,,0.0,000,3.0,000, 
2019.0,13,LA LIBERTAD,06,OTUZCO,01,OTUZCO,07219,00100,9,,Completa,Sierra,Sierra Norte,92.20879120879121,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,CEBADA GRANO,2104.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,1.0,000,MONTON,42,40.0,0.0,000,, ,,,1.0,000,0.0,000, 
2019.0,13,LA LIBERTAD,06,OTUZCO,01,OTUZCO,07219,00102,10,,Completa,Sierra,Sierra Norte,92.20879120879121,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,1.0,PAPA BLANCA,2612.0,RASTROJO DE PAPA,4130.0,40.0,000,TERCIO,20,12.0,40.0,000,2.0,00,80.0,0.1667,0.0,000,0.0,000, 
2019.0,13,LA LIBERTAD,06,OTUZCO,01,OTUZCO,07219,00102,10,,Completa,Sierra,Sierra Norte,92.20879120879121,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,2.0,OLLUCO,2609.0,RASTROJO DE OLLUCO,8888.0,23.0,000,TERCIO,20,12.0,23.0,000,3.0,00,69.0,0.25,0.0,000,0.0,000, 
2019.0,13,LA LIBERTAD,06,OTUZCO,01,OTUZCO,07219,00102,10,,Completa,Sierra,Sierra Norte,92.20879120879121,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,3.0,CEBADA GRANO,2104.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,25.0,000,TERCIO,20,12.0,15.0,000,3.0,00,45.0,0.25,0.0,000,10.0,000, 
2019.0,13,LA LIBERTAD,06,OTUZCO,01,OTUZCO,07219,00118,11,,Completa,Sierra,Sierra Norte,92.20879120879121,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,ARVEJA GRANO VERDE,2401.0,RASTROJO DE ARVEJA,4132.0,5.0,000,ARROBA,01,11.5,0.0,000,, ,,,5.0,000,0.0,000, 
2019.0,13,LA LIBERTAD,06,OTUZCO,01,OTUZCO,07219,00118,11,,Completa,Sierra,Sierra Norte,92.20879120879121,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,TRIGO,2113.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,20.0,000,ARROBA,01,11.5,0.0,000,, ,,,15.0,000,5.0,000, 
2019.0,13,LA LIBERTAD,06,OTUZCO,01,OTUZCO,07229,00012,2,,Completa,Sierra,Sierra Norte,99.30177514792899,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,CEBADA GRANO,2104.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,5.0,000,SACO,19,60.0,0.0,000,, ,,,5.0,000,0.0,000, 
2019.0,13,LA LIBERTAD,06,OTUZCO,01,OTUZCO,07229,00021,3,,Completa,Sierra,Sierra Norte,99.30177514792899,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,5.0,000,CARGA,09,15.0,0.0,000,, ,,,5.0,000,0.0,000, 
2019.0,13,LA LIBERTAD,06,OTUZCO,01,OTUZCO,07229,00040,7,,Completa,Sierra,Sierra Norte,99.30177514792899,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,TRIGO,2113.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,6.0,000,MALLAS,38,10.0,0.0,000,, ,,,6.0,000,0.0,000, 
2019.0,13,LA LIBERTAD,06,OTUZCO,01,OTUZCO,07229,00061,9,,Completa,Sierra,Sierra Norte,99.30177514792899,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,10.0,000,MANTADA,15,15.0,0.0,000,, ,,,10.0,000,0.0,000, 
2019.0,13,LA LIBERTAD,06,OTUZCO,01,OTUZCO,07229,00091,14,,Completa,Sierra,Sierra Norte,99.30177514792899,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,CEBADA GRANO,2104.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,10.0,000,MANTADA,15,15.0,0.0,000,, ,,,10.0,000,0.0,000, 
2019.0,13,LA LIBERTAD,06,OTUZCO,01,OTUZCO,07230,00003,1,,Completa,Sierra,Sierra Norte,107.57692307692308,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,TRIGO,2113.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,10.0,000,MANTADA,15,15.0,0.0,000,, ,,,10.0,000,0.0,000, 
2019.0,13,LA LIBERTAD,06,OTUZCO,01,OTUZCO,07230,00011,2,,Completa,Sierra,Sierra Norte,107.57692307692308,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,TRIGO,2113.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,5.0,000,SACO,19,33.5,0.0,000,, ,,,5.0,000,0.0,000, 
2019.0,13,LA LIBERTAD,06,OTUZCO,01,OTUZCO,07230,00011,2,,Completa,Sierra,Sierra Norte,107.57692307692308,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,5.0,000,ATADO,02,0.5,0.0,000,, ,,,5.0,000,0.0,000, 
2019.0,13,LA LIBERTAD,06,OTUZCO,01,OTUZCO,07230,00022,3,,Completa,Sierra,Sierra Norte,107.57692307692308,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,CEBADA GRANO,2104.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,10.0,000,ARROBA,01,11.5,0.0,000,, ,,,10.0,000,0.0,000, 
2019.0,13,LA LIBERTAD,06,OTUZCO,01,OTUZCO,07230,00031,4,,Completa,Sierra,Sierra Norte,107.57692307692308,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,3.0,000,TERCIO,20,15.0,0.0,000,, ,,,3.0,000,0.0,000, 
2019.0,13,LA LIBERTAD,06,OTUZCO,01,OTUZCO,07230,00031,4,,Completa,Sierra,Sierra Norte,107.57692307692308,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,TRIGO,2113.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,3.0,000,SAQUILLO,88,10.0,0.0,000,, ,,,3.0,000,0.0,000, 
2019.0,13,LA LIBERTAD,06,OTUZCO,01,OTUZCO,07230,00034,5,,Completa,Sierra,Sierra Norte,107.57692307692308,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,TRIGO,2113.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,4.0,000,SAQUILLO,88,20.0,0.0,000,, ,,,4.0,000,0.0,000, 
2019.0,13,LA LIBERTAD,06,OTUZCO,01,OTUZCO,07230,00067,9,,Completa,Sierra,Sierra Norte,107.57692307692308,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,TRIGO,2113.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,5.0,000,MANTADA,15,10.0,0.0,000,, ,,,0.0,000,5.0,000, 
2019.0,13,LA LIBERTAD,06,OTUZCO,01,OTUZCO,07230,00074,11,,Completa,Sierra,Sierra Norte,107.57692307692308,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,TRIGO,2113.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,20.0,000,MANTADA,15,8.0,0.0,000,, ,,,20.0,000,0.0,000, 
2019.0,13,LA LIBERTAD,06,OTUZCO,01,OTUZCO,07230,00080,12,,Completa,Sierra,Sierra Norte,107.57692307692308,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,2.0,000,MANTADA,15,15.0,0.0,000,, ,,,0.0,000,2.0,000, 
2019.0,13,LA LIBERTAD,06,OTUZCO,01,OTUZCO,07245,00004,1,,Completa,Sierra,Sierra Norte,92.20879120879123,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,TRIGO,2113.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,50.0,000,SACO,19,45.0,0.0,000,, ,,,50.0,000,0.0,000, 
2019.0,13,LA LIBERTAD,06,OTUZCO,01,OTUZCO,07254,00009,1,,Completa,Sierra,Sierra Norte,92.20879120879123,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,3.0,000,CARGA,09,15.0,0.0,000,, ,,,3.0,000,0.0,000, 
2019.0,13,LA LIBERTAD,06,OTUZCO,04,CHARAT,07262,00092,13,,Completa,Sierra,Sierra Norte,99.30177514792899,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,1.0,MAIZ AMARILLO DURO,2107.0,CHALA DE MAIZ,4105.0,6.0,000,MANTADA,15,15.0,0.0,000,, ,,,0.0,000,6.0,000, 
2019.0,13,LA LIBERTAD,06,OTUZCO,14,USQUIL,07318,00070,11,,Completa,Sierra,Sierra Norte,92.20879120879121,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,15.0,000,KILO,12,1.0,0.0,000,, ,,,15.0,000,0.0,000, 
2019.0,13,LA LIBERTAD,06,OTUZCO,02,AGALLPAMPA,07354,00029,3,,Completa,Sierra,Sierra Norte,92.20879120879121,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,ARVEJA GRANO VERDE,2401.0,RASTROJO DE ARVEJA,4132.0,20.0,000,CARGA,09,50.0,0.0,000,, ,,,20.0,000,0.0,000, 
2019.0,13,LA LIBERTAD,06,OTUZCO,02,AGALLPAMPA,07354,00034,4,,Completa,Sierra,Sierra Norte,92.20879120879121,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,TRIGO,2113.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,20.0,000,CARGA,09,20.0,0.0,000,, ,,,0.0,000,20.0,000, 
2019.0,13,LA LIBERTAD,06,OTUZCO,02,AGALLPAMPA,07354,00034,4,,Completa,Sierra,Sierra Norte,92.20879120879121,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,ARVEJA GRANO VERDE,2401.0,RASTROJO DE ARVEJA,4132.0,7.0,000,CARGA,09,20.0,0.0,000,, ,,,0.0,000,7.0,000, 
2019.0,13,LA LIBERTAD,06,OTUZCO,02,AGALLPAMPA,07354,00048,6,,Completa,Sierra,Sierra Norte,92.20879120879121,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,10.0,000,CARGA,09,20.0,0.0,000,, ,,,0.0,000,10.0,000, 
2019.0,13,LA LIBERTAD,06,OTUZCO,02,AGALLPAMPA,07354,00056,7,,Completa,Sierra,Sierra Norte,92.20879120879121,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,ARVEJA GRANO VERDE,2401.0,RASTROJO DE ARVEJA,4132.0,200.0,000,KILO,12,1.0,0.0,000,, ,,,200.0,000,0.0,000, 
2019.0,13,LA LIBERTAD,06,OTUZCO,02,AGALLPAMPA,07354,00079,9,,Completa,Sierra,Sierra Norte,92.20879120879121,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,200.0,000,KILO,12,1.0,0.0,000,, ,,,200.0,000,0.0,000, 
2019.0,13,LA LIBERTAD,06,OTUZCO,02,AGALLPAMPA,07354,00079,9,,Completa,Sierra,Sierra Norte,92.20879120879121,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,ARVEJA GRANO VERDE,2401.0,RASTROJO DE ARVEJA,4132.0,500.0,000,KILO,12,1.0,0.0,000,, ,,,500.0,000,0.0,000, 
2019.0,13,LA LIBERTAD,06,OTUZCO,02,AGALLPAMPA,07354,00134,14,,Completa,Sierra,Sierra Norte,92.20879120879121,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,1.0,TRIGO,2113.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,8.0,000,CARGA,09,20.0,0.0,000,, ,,,0.0,000,8.0,000, 
2019.0,13,LA LIBERTAD,06,OTUZCO,02,AGALLPAMPA,07358,00021,2,,Completa,Sierra,Sierra Norte,92.20879120879121,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,TRIGO,2113.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,80.0,000,KILO,12,1.0,0.0,000,, ,,,80.0,000,0.0,000, 
