ANIO,CCDD,NOMBREDD,CCPP,NOMBREPV,CCDI,NOMBREDI,CONGLOMERADO,NSELUA,UA,ESTRATO,RESFIN,REGION,DOMINIO,FACTOR,CODIGO,P101A,P102_1,P102_2,P404AA_1,P404AA_2,P404AA_3,P404AA_4,P404AA_5,P404AA_6,P410AA,P410AB1,P410AB2,P410AC_CANT_1,P410AC_CANT_2,P410AD,P410AD1,P410AE,OMICAP400_02
2019.0,13,LA LIBERTAD,12,VIRU,02,CHAO,07494,00019,3,Granja y Establo,Completa,Costa,,3.675925925925926,Grandes productores/as agropecuarios/as,¿Persona natural?,¿Agrícola?,¿Pecuaria?,Establo Lechero?,Pase,Pase,Pase,Pase,Pase,Granja de cuyes,1.0,0.0,0.0,020,1000.0,Manual?,Pozo, 
2019.0,13,LA LIBERTAD,12,VIRU,03,GUADALUPITO,07505,00118,1,Granja y Establo,Completa,Costa,,3.675925925925926,Grandes productores/as agropecuarios/as,¿Persona natural?,¿Agrícola?,¿Pecuaria?,Pase,Pase,Pase,Granja de cuyes?,Pase,Pase,Granja de cuyes,1.0,0.0,0.0,002,90.0,Manual?,Red pública, 
2019.0,13,LA LIBERTAD,09,SANCHEZ CARRION,06,SANAGORAN,07711,00110,1,Granja avicola,Completa,Sierra,,4.267716535433071,Grandes productores/as agropecuarios/as,¿Persona natural?,¿Agrícola?,¿Pecuaria?,Pase,Pase,Pase,Granja de cuyes?,Pase,Pase,Granja de cuyes,1.0,0.0,0.0,005,250.0,Manual?,Río/riachuelo, 
2019.0,13,LA LIBERTAD,09,SANCHEZ CARRION,06,SANAGORAN,07712,00160,2,Granja y Establo,Completa,Sierra,,1.0300751879699248,Grandes productores/as agropecuarios/as,Otro,¿Agrícola?,¿Pecuaria?,Pase,Pase,Pase,Granja de cuyes?,Pase,Pase,Granja de cuyes,1.0,0.0,0.0,450,22500.0,Manual?,Río/riachuelo, 
2019.0,13,LA LIBERTAD,09,SANCHEZ CARRION,01,HUAMACHUCO,07922,00002,1,Granja y Establo,Completa,Sierra,,3.675925925925926,Grandes productores/as agropecuarios/as,Otro,Pase,¿Pecuaria?,Pase,Pase,Pase,Granja de cuyes?,Pase,Pase,Granja de cuyes,4.0,0.0,0.0,040,2000.0,Manual?,Red pública, 
2019.0,13,LA LIBERTAD,09,SANCHEZ CARRION,01,HUAMACHUCO,07923,00095,2,Granja avicola,Completa,Sierra,,4.267716535433071,Grandes productores/as agropecuarios/as,Otro,Pase,¿Pecuaria?,Pase,Pase,Pase,Granja de cuyes?,Pase,Pase,Granja de cuyes,1.0,0.0,0.0,025,750.0,Manual?,Red pública, 
2019.0,02,ANCASH,18,SANTA,05,MORO,08299,00096,1,Granja avicola,Completa,Costa,,1.0,Grandes productores/as agropecuarios/as,¿Empresa individual de responsabilidad limitada (EIRL)?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de pollo de engorde,2.0,8.0,1.0,000,100000.0,Manual?,Pozo, 
2019.0,02,ANCASH,18,SANTA,06,NEPEÑA,08302,00022,2,Granja avicola,Completa,Costa,,1.0,Grandes productores/as agropecuarios/as,¿Sociedad anónima?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de pollo de engorde,82.0,0.0,18.0,600,2100000.0,Automatico?,Pozo, 
2019.0,02,ANCASH,18,SANTA,06,NEPEÑA,08303,00162,5,Granja y Establo,Completa,Costa,,3.675925925925926,Grandes productores/as agropecuarios/as,¿Persona natural?,¿Agrícola?,¿Pecuaria?,Pase,Pase,Granja porcina?,Pase,Pase,Pase,Granja porcina,1.0,0.0,0.0,020,80.0,Manual?,Pozo, 
2019.0,02,ANCASH,18,SANTA,06,NEPEÑA,08303,00162,5,Granja y Establo,Completa,Costa,,3.675925925925926,Grandes productores/as agropecuarios/as,¿Persona natural?,¿Agrícola?,¿Pecuaria?,Pase,Pase,Pase,Granja de cuyes?,Pase,Pase,Granja de cuyes,1.0,0.0,0.0,020,693.0,Manual?,Pozo, 
2019.0,02,ANCASH,20,YUNGAY,08,YANAMA,08557,00067,1,Granja y Establo,Completa,Sierra,,3.675925925925926,Grandes productores/as agropecuarios/as,Otro,¿Agrícola?,¿Pecuaria?,Establo Lechero?,Pase,Pase,Pase,Pase,Pase,Establo lechero,2.0,0.0,0.0,120,20.0,Manual?,Red pública, 
2019.0,02,ANCASH,08,CASMA,03,COMANDANTE NOEL,08699,00140,3,Empresa,Completa,Costa,,1.0226415094339623,Grandes productores/as agropecuarios/as,Otro,¿Agrícola?,¿Pecuaria?,Pase,Pase,Granja porcina?,Pase,Pase,Pase,Granja porcina,0.0,5.0,0.0,050,50.0,Manual?,Río/riachuelo, 
2019.0,02,ANCASH,03,ANTONIO RAYMONDI,04,CHINGAS,09230,00041,1,Granja y Establo,Completa,Sierra,,3.675925925925926,Grandes productores/as agropecuarios/as,Otro,¿Agrícola?,¿Pecuaria?,Establo Lechero?,Pase,Pase,Pase,Pase,Pase,Granja de cuyes,1.0,0.0,0.0,008,600.0,Manual?,Manantial, 
2019.0,02,ANCASH,03,ANTONIO RAYMONDI,04,CHINGAS,09230,00041,1,Granja y Establo,Completa,Sierra,,3.675925925925926,Grandes productores/as agropecuarios/as,Otro,¿Agrícola?,¿Pecuaria?,Pase,Pase,Pase,Granja de cuyes?,Pase,Pase,Establo lechero,1.0,0.0,0.0,030,30.0,Manual?,Manantial, 
2019.0,10,HUÁNUCO,07,MARAÑON,02,CHOLON,09589,00056,1,Persona natural,Completa,Sierra,,3.6267281105990783,Grandes productores/as agropecuarios/as,¿Persona natural?,¿Agrícola?,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja de cuyes,1.0,1.0,0.0,004,300.0,Manual?,Red pública, 
2019.0,10,HUÁNUCO,07,MARAÑON,02,CHOLON,09589,00056,1,Persona natural,Completa,Sierra,,3.6267281105990783,Grandes productores/as agropecuarios/as,¿Persona natural?,¿Agrícola?,¿Pecuaria?,Pase,Pase,Pase,Granja de cuyes?,Pase,Pase,Granja avícola de pollo de engorde,1.0,1.0,0.0,004,400.0,Manual?,Red pública, 
2019.0,10,HUÁNUCO,06,LEONCIO PRADO,05,LUYANDO,09801,00101,1,Granja avicola,Completa,Selva,,4.267716535433071,Grandes productores/as agropecuarios/as,¿Sociedad anónima cerrada (SAC)?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de pollo de engorde,2.0,2.0,0.0,336,24000.0,Manual?,Red pública, 
2019.0,10,HUÁNUCO,06,LEONCIO PRADO,06,MARIANO DAMASO BERAUN,09851,00072,2,Granja y Establo,Completa,Selva,,3.675925925925926,Grandes productores/as agropecuarios/as,¿Persona natural?,Pase,¿Pecuaria?,Pase,Pase,Granja porcina?,Pase,Pase,Pase,Granja porcina,2.0,0.0,0.0,094,70.0,Manual?,Red pública, 
2019.0,10,HUÁNUCO,09,PUERTO INCA,04,TOURNAVISTA,09876,00003,8,Persona natural,Completa,Selva,,3.6267281105990783,Grandes productores/as agropecuarios/as,¿Persona natural?,¿Agrícola?,¿Pecuaria?,Pase,Pase,Pase,Granja de cuyes?,Pase,Pase,Granja de cuyes,1.0,0.0,0.0,015,600.0,Manual?,Río/riachuelo, 
2019.0,10,HUÁNUCO,09,PUERTO INCA,01,PUERTO INCA,09881,00045,1,Persona natural,Completa,Selva,,1.0813953488372092,Grandes productores/as agropecuarios/as,¿Persona natural?,¿Agrícola?,¿Pecuaria?,Pase,Pase,Pase,Granja de cuyes?,Pase,Pase,Granja de cuyes,1.0,0.0,0.0,005,350.0,Manual?,Red pública, 
2019.0,10,HUÁNUCO,01,HUANUCO,01,HUANUCO,10110,00075,3,Granja y Establo,Completa,Sierra,,1.0300751879699248,Grandes productores/as agropecuarios/as,¿Persona natural?,¿Agrícola?,¿Pecuaria?,Pase,Pase,Pase,Granja de cuyes?,Pase,Pase,Granja de cuyes,1.0,0.0,0.0,010,300.0,Manual?,Río/riachuelo, 
2019.0,10,HUÁNUCO,01,HUANUCO,12,YACUS,10153,00106,1,Granja y Establo,Completa,Sierra,,3.675925925925926,Grandes productores/as agropecuarios/as,¿Persona natural?,¿Agrícola?,¿Pecuaria?,Pase,Pase,Pase,Granja de cuyes?,Pase,Pase,Granja de cuyes,1.0,0.0,0.0,018,720.0,Manual?,Red pública, 
2019.0,10,HUÁNUCO,01,HUANUCO,05,MARGOS,10157,00129,1,Granja y Establo,Completa,Sierra,,3.675925925925926,Grandes productores/as agropecuarios/as,¿Persona natural?,¿Agrícola?,¿Pecuaria?,Pase,Pase,Pase,Granja de cuyes?,Pase,Pase,Granja de cuyes,1.0,0.0,0.0,005,150.0,Manual?,Río/riachuelo, 
2019.0,10,HUÁNUCO,01,HUANUCO,05,MARGOS,10157,00130,2,Granja y Establo,Completa,Sierra,,1.0300751879699248,Grandes productores/as agropecuarios/as,¿Persona natural?,¿Agrícola?,¿Pecuaria?,Pase,Pase,Pase,Granja de cuyes?,Pase,Pase,Granja de cuyes,4.0,0.0,0.0,052,6000.0,Manual?,Río/riachuelo, 
2019.0,10,HUÁNUCO,11,YAROWILCA,08,CHORAS,10284,00004,1,Granja y Establo,Completa,Sierra,,3.675925925925926,Grandes productores/as agropecuarios/as,¿Persona natural?,¿Agrícola?,¿Pecuaria?,Pase,Pase,Pase,Granja de cuyes?,Pase,Pase,Granja de cuyes,1.0,0.0,0.0,005,200.0,Manual?,Manantial, 
2019.0,10,HUÁNUCO,11,YAROWILCA,08,CHORAS,10286,00117,2,Granja y Establo,Completa,Sierra,,1.0300751879699248,Grandes productores/as agropecuarios/as,¿Persona natural?,¿Agrícola?,¿Pecuaria?,Pase,Pase,Pase,Granja de cuyes?,Pase,Pase,Granja de cuyes,1.0,0.0,0.0,020,800.0,Manual?,Manantial, 
2019.0,10,HUÁNUCO,02,AMBO,08,TOMAY KICHWA,10344,00164,1,Granja y Establo,Completa,Sierra,,3.675925925925926,Grandes productores/as agropecuarios/as,Otro,¿Agrícola?,¿Pecuaria?,Pase,Pase,Pase,Granja de cuyes?,Pase,Pase,Granja de cuyes,1.0,1.0,0.0,025,1250.0,Manual?,Red pública, 
2019.0,25,UCAYALI,01,CORONEL PORTILLO,06,NUEVA REQUENA,10476,00105,1,Empresa,Completa,Selva,,1.0226415094339623,Grandes productores/as agropecuarios/as,¿Sociedad anónima?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de pollo de engorde,8.0,0.0,1.0,300,128000.0,Automatico?,Pozo, 
2019.0,25,UCAYALI,01,CORONEL PORTILLO,01,CALLERIA,10504,00178,1,Granja y Establo,Completa,Selva,,3.675925925925926,Grandes productores/as agropecuarios/as,Otro,¿Agrícola?,¿Pecuaria?,Pase,Pase,Granja porcina?,Pase,Pase,Pase,Granja porcina,13.0,0.0,0.0,058,195.0,Manual?,Pozo, 
2019.0,25,UCAYALI,01,CORONEL PORTILLO,02,CAMPOVERDE,10510,00123,1,Granja avicola,Completa,Selva,,1.0,Grandes productores/as agropecuarios/as,¿Sociedad de responsabilidad limitada (SRL)?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de gallina de postura,8.0,2.0,1.0,500,120000.0,Manual?,Pozo, 
2019.0,19,PASCO,02,DANIEL ALCIDES CARRION,08,VILCABAMBA,10634,00107,1,Granja y Establo,Completa,Sierra,,3.675925925925926,Grandes productores/as agropecuarios/as,Otro,¿Agrícola?,¿Pecuaria?,Pase,Pase,Pase,Granja de cuyes?,Pase,Pase,Granja de cuyes,0.0,1.0,0.0,400,20000.0,Manual?,Río/riachuelo, 
2019.0,19,PASCO,01,PASCO,13,YANACANCHA,10719,00034,1,Granja y Establo,Completa,Sierra,,3.675925925925926,Grandes productores/as agropecuarios/as,¿Persona natural?,¿Agrícola?,¿Pecuaria?,Pase,Pase,Pase,Granja de cuyes?,Pase,Pase,Granja de cuyes,1.0,0.0,0.0,032,2500.0,Manual?,Red pública, 
2019.0,19,PASCO,01,PASCO,13,YANACANCHA,10719,00045,2,Granja y Establo,Completa,Sierra,,3.675925925925926,Grandes productores/as agropecuarios/as,¿Persona natural?,¿Agrícola?,¿Pecuaria?,Pase,Pase,Pase,Granja de cuyes?,Pase,Pase,Granja de cuyes,1.0,0.0,0.0,060,2100.0,Manual?,Red pública, 
2019.0,19,PASCO,01,PASCO,13,YANACANCHA,10720,00044,4,Granja y Establo,Completa,Sierra,,3.675925925925926,Grandes productores/as agropecuarios/as,¿Persona natural?,¿Agrícola?,¿Pecuaria?,Pase,Pase,Pase,Granja de cuyes?,Pase,Pase,Granja de cuyes,1.0,0.0,0.0,003,200.0,Manual?,Red pública, 
2019.0,19,PASCO,01,PASCO,13,YANACANCHA,10720,00050,6,Granja y Establo,Completa,Sierra,,3.675925925925926,Grandes productores/as agropecuarios/as,¿Persona natural?,¿Agrícola?,¿Pecuaria?,Pase,Pase,Pase,Granja de cuyes?,Pase,Pase,Granja de cuyes,0.0,1.0,0.0,072,3000.0,Manual?,Red pública, 
2019.0,19,PASCO,01,PASCO,13,YANACANCHA,10720,00052,7,Granja y Establo,Completa,Sierra,,3.675925925925926,Grandes productores/as agropecuarios/as,¿Persona natural?,¿Agrícola?,¿Pecuaria?,Pase,Pase,Pase,Granja de cuyes?,Pase,Pase,Granja de cuyes,1.0,0.0,0.0,010,300.0,Manual?,Red pública, 
2019.0,19,PASCO,03,OXAPAMPA,05,POZUZO,10752,00052,9,Persona natural,Completa,Selva,,3.6267281105990783,Grandes productores/as agropecuarios/as,¿Persona natural?,¿Agrícola?,¿Pecuaria?,Establo Lechero?,Pase,Pase,Pase,Pase,Pase,Establo lechero,1.0,0.0,0.0,350,180.0,Manual?,Manantial, 
2019.0,19,PASCO,03,OXAPAMPA,05,POZUZO,10753,00092,12,Persona natural,Completa,Selva,,3.6267281105990783,Grandes productores/as agropecuarios/as,¿Persona natural?,¿Agrícola?,¿Pecuaria?,Pase,Pase,Pase,Granja de cuyes?,Pase,Pase,Granja de cuyes,1.0,0.0,0.0,010,300.0,Manual?,Otro, 
2019.0,19,PASCO,03,OXAPAMPA,05,POZUZO,10753,00141,16,Persona natural,Completa,Selva,,3.6267281105990783,Grandes productores/as agropecuarios/as,¿Persona natural?,¿Agrícola?,¿Pecuaria?,Pase,Pase,Granja porcina?,Pase,Pase,Pase,Granja porcina,0.0,1.0,0.0,060,80.0,Manual?,Río/riachuelo, 
2019.0,19,PASCO,03,OXAPAMPA,08,CONSTITUCION,10782,00086,9,Persona natural,Completa,Selva,,3.6267281105990783,Grandes productores/as agropecuarios/as,¿Persona natural?,¿Agrícola?,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de pollo de engorde,1.0,0.0,0.0,003,300.0,Manual?,Pozo, 
2019.0,19,PASCO,03,OXAPAMPA,08,CONSTITUCION,10784,00054,14,Persona natural,Completa,Selva,,3.6267281105990783,Grandes productores/as agropecuarios/as,¿Persona natural?,¿Agrícola?,¿Pecuaria?,Pase,Pase,Granja porcina?,Pase,Pase,Pase,Granja porcina,10.0,0.0,1.0,000,400.0,Manual?,Río/riachuelo, 
2019.0,19,PASCO,03,OXAPAMPA,06,PUERTO BERMUDEZ,10796,00061,4,Empresa,Completa,Selva,,7.065420560747663,Grandes productores/as agropecuarios/as,¿Sociedad anónima cerrada (SAC)?,¿Agrícola?,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de pollo de engorde,2.0,0.0,0.0,108,10000.0,Manual?,Red pública, 
2019.0,19,PASCO,03,OXAPAMPA,06,PUERTO BERMUDEZ,10797,00086,5,Persona natural,Completa,Selva,,3.6267281105990783,Grandes productores/as agropecuarios/as,¿Persona natural?,¿Agrícola?,¿Pecuaria?,Pase,Pase,Granja porcina?,Pase,Pase,Pase,Granja porcina,1.0,0.0,0.0,150,50.0,Manual?,Río/riachuelo, 
2019.0,19,PASCO,03,OXAPAMPA,07,VILLA RICA,10820,00110,3,Empresa,Completa,Selva,,7.065420560747663,Grandes productores/as agropecuarios/as,¿Empresa individual de responsabilidad limitada (EIRL)?,¿Agrícola?,¿Pecuaria?,Pase,Pase,Pase,Granja de cuyes?,Pase,Pase,Granja de cuyes,1.0,0.0,0.0,001,100.0,Manual?,Manantial, 
2019.0,19,PASCO,03,OXAPAMPA,07,VILLA RICA,10820,00110,3,Empresa,Completa,Selva,,7.065420560747663,Grandes productores/as agropecuarios/as,¿Empresa individual de responsabilidad limitada (EIRL)?,¿Agrícola?,¿Pecuaria?,Establo Lechero?,Pase,Pase,Pase,Pase,Pase,Establo lechero,3.0,0.0,0.0,500,254.0,Manual?,Manantial, 
2019.0,19,PASCO,03,OXAPAMPA,07,VILLA RICA,10820,00119,4,Persona natural,Completa,Selva,,1.0813953488372092,Grandes productores/as agropecuarios/as,¿Persona natural?,¿Agrícola?,¿Pecuaria?,Pase,Pase,Pase,Granja de cuyes?,Pase,Pase,Granja de cuyes,1.0,0.0,0.0,002,200.0,Manual?,Manantial, 
2019.0,19,PASCO,03,OXAPAMPA,07,VILLA RICA,10820,00119,4,Persona natural,Completa,Selva,,1.0813953488372092,Grandes productores/as agropecuarios/as,¿Persona natural?,¿Agrícola?,¿Pecuaria?,Establo Lechero?,Pase,Pase,Pase,Pase,Pase,Granja porcina,0.0,1.0,0.0,010,25.0,Manual?,Manantial, 
2019.0,19,PASCO,03,OXAPAMPA,07,VILLA RICA,10820,00119,4,Persona natural,Completa,Selva,,1.0813953488372092,Grandes productores/as agropecuarios/as,¿Persona natural?,¿Agrícola?,¿Pecuaria?,Pase,Pase,Granja porcina?,Pase,Pase,Pase,Establo lechero,2.0,0.0,0.0,950,190.0,Manual?,Manantial, 
2019.0,19,PASCO,03,OXAPAMPA,07,VILLA RICA,10820,00142,5,Persona natural,Completa,Selva,,3.6267281105990783,Grandes productores/as agropecuarios/as,¿Persona natural?,¿Agrícola?,¿Pecuaria?,Establo Lechero?,Pase,Pase,Pase,Pase,Pase,Establo lechero,1.0,0.0,0.0,650,120.0,Manual?,Río/riachuelo, 
2019.0,19,PASCO,03,OXAPAMPA,07,VILLA RICA,10824,00158,6,Persona natural,Completa,Selva,,1.0813953488372092,Grandes productores/as agropecuarios/as,¿Persona natural?,¿Agrícola?,¿Pecuaria?,Establo Lechero?,Pase,Pase,Pase,Pase,Pase,Establo lechero,1.0,0.0,0.0,180,75.0,Manual?,Río/riachuelo, 
2019.0,19,PASCO,03,OXAPAMPA,01,OXAPAMPA,10841,00071,3,Granja y Establo,Completa,Selva,,3.675925925925926,Grandes productores/as agropecuarios/as,¿Sociedad anónima cerrada (SAC)?,¿Agrícola?,¿Pecuaria?,Establo Lechero?,Pase,Pase,Pase,Pase,Pase,Establo lechero,1.0,0.0,0.0,360,170.0,Manual?,Manantial, 
2019.0,19,PASCO,03,OXAPAMPA,02,CHONTABAMBA,10866,00045,1,Granja y Establo,Completa,Sierra,,3.675925925925926,Grandes productores/as agropecuarios/as,¿Empresa individual de responsabilidad limitada (EIRL)?,¿Agrícola?,¿Pecuaria?,Establo Lechero?,Pase,Pase,Pase,Pase,Pase,Establo lechero,1.0,0.0,0.0,200,88.0,Manual?,Manantial, 
2019.0,19,PASCO,03,OXAPAMPA,02,CHONTABAMBA,10866,00050,2,Granja y Establo,Completa,Sierra,,3.675925925925926,Grandes productores/as agropecuarios/as,¿Sociedad anónima cerrada (SAC)?,¿Agrícola?,¿Pecuaria?,Pase,Pase,Pase,Granja de cuyes?,Pase,Pase,Establo lechero,1.0,0.0,0.0,450,85.0,Manual?,Río/riachuelo, 
2019.0,19,PASCO,03,OXAPAMPA,02,CHONTABAMBA,10866,00050,2,Granja y Establo,Completa,Sierra,,3.675925925925926,Grandes productores/as agropecuarios/as,¿Sociedad anónima cerrada (SAC)?,¿Agrícola?,¿Pecuaria?,Establo Lechero?,Pase,Pase,Pase,Pase,Pase,Granja de cuyes,1.0,0.0,0.0,003,120.0,Manual?,Río/riachuelo, 
2019.0,19,PASCO,03,OXAPAMPA,02,CHONTABAMBA,10866,00101,3,Persona natural,Completa,Sierra,,3.6267281105990783,Grandes productores/as agropecuarios/as,¿Persona natural?,¿Agrícola?,¿Pecuaria?,Establo Lechero?,Pase,Pase,Pase,Pase,Pase,Establo lechero,1.0,0.0,0.0,200,90.0,Manual?,Manantial, 
2019.0,12,JUNÍN,08,YAULI,07,SANTA BARBARA DE CARHUACAYAN,10870,00127,1,Granja y Establo,Completa,Sierra,,1.0300751879699248,Grandes productores/as agropecuarios/as,¿Sociedad anónima cerrada (SAC)?,¿Agrícola?,¿Pecuaria?,Pase,Pase,Granja porcina?,Pase,Pase,Pase,Granja porcina,5.0,3.0,0.0,025,100.0,Manual?,Red pública, 
2019.0,12,JUNÍN,08,YAULI,03,HUAY-HUAY,10880,00128,1,Granja y Establo,Completa,Sierra,,3.675925925925926,Grandes productores/as agropecuarios/as,Otro,¿Agrícola?,¿Pecuaria?,Establo Lechero?,Pase,Pase,Pase,Pase,Pase,Establo lechero,3.0,0.0,0.0,200,70.0,Manual?,Red pública, 
2019.0,12,JUNÍN,07,TARMA,05,LA UNION,10959,00123,1,Granja y Establo,Completa,Sierra,,1.0300751879699248,Grandes productores/as agropecuarios/as,¿Sociedad anónima abierta (SAA)?,¿Agrícola?,¿Pecuaria?,Pase,Pase,Pase,Granja de cuyes?,Pase,Pase,Granja de cuyes,2.0,0.0,0.0,028,2000.0,Manual?,Red pública, 
2019.0,12,JUNÍN,03,CHANCHAMAYO,01,CHANCHAMAYO,11064,00058,2,Granja avicola,Completa,Selva,,1.0,Grandes productores/as agropecuarios/as,¿Sociedad anónima cerrada (SAC)?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de pollo de engorde,39.0,0.0,3.0,608,450000.0,Manual?,Pozo, 
2019.0,12,JUNÍN,03,CHANCHAMAYO,01,CHANCHAMAYO,11064,00058,2,Granja avicola,Completa,Selva,,1.0,Grandes productores/as agropecuarios/as,¿Sociedad anónima cerrada (SAC)?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de pavos de engorde,0.0,2.0,0.0,250,10000.0,Manual?,Pozo, 
2019.0,12,JUNÍN,03,CHANCHAMAYO,04,SAN LUIS DE SHUARO,11086,00101,1,Granja avicola,Completa,Selva,,4.267716535433071,Grandes productores/as agropecuarios/as,¿Empresa individual de responsabilidad limitada (EIRL)?,¿Agrícola?,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de pollo de engorde,1.0,1.0,0.0,123,5000.0,Manual?,Río/riachuelo, 
2019.0,12,JUNÍN,04,JAUJA,07,EL MANTARO,11506,00058,1,Granja y Establo,Completa,Sierra,,1.0300751879699248,Grandes productores/as agropecuarios/as,Otro,¿Agrícola?,¿Pecuaria?,Pase,Pase,Pase,Granja de cuyes?,Pase,Pase,Granja de cuyes,7.0,0.0,0.0,420,20000.0,Manual?,Red pública, 
2019.0,12,JUNÍN,04,JAUJA,04,ATAURA,11519,00032,1,Granja y Establo,Completa,Sierra,,1.0300751879699248,Grandes productores/as agropecuarios/as,Otro,¿Agrícola?,¿Pecuaria?,Pase,Pase,Pase,Granja de cuyes?,Pase,Pase,Granja de cuyes,0.0,6.0,0.0,060,7200.0,Manual?,Red pública, 
2019.0,12,JUNÍN,04,JAUJA,16,MASMA,11527,00026,1,Granja y Establo,Completa,Sierra,,3.675925925925926,Grandes productores/as agropecuarios/as,Otro,¿Agrícola?,¿Pecuaria?,Pase,Pase,Pase,Granja de cuyes?,Pase,Pase,Granja de cuyes,1.0,1.0,0.0,025,1000.0,Manual?,Red pública, 
2019.0,12,JUNÍN,04,JAUJA,12,JULCAN,11528,00089,1,Granja y Establo,Completa,Sierra,,1.0300751879699248,Grandes productores/as agropecuarios/as,Otro,¿Agrícola?,¿Pecuaria?,Pase,Pase,Pase,Granja de cuyes?,Pase,Pase,Granja de cuyes,1.0,1.0,0.0,030,3000.0,Manual?,Red pública, 
2019.0,12,JUNÍN,04,JAUJA,10,HUERTAS,11531,00074,2,Granja y Establo,Completa,Sierra,,3.675925925925926,Grandes productores/as agropecuarios/as,Otro,¿Agrícola?,¿Pecuaria?,Pase,Pase,Pase,Granja de cuyes?,Pase,Pase,Granja de cuyes,2.0,0.0,0.0,015,500.0,Manual?,Red pública, 
2019.0,12,JUNÍN,02,CONCEPCION,15,SANTA ROSA DE OCOPA,11677,00098,1,Granja y Establo,Completa,Sierra,,1.0300751879699248,Grandes productores/as agropecuarios/as,¿Persona natural?,¿Agrícola?,¿Pecuaria?,Pase,Pase,Pase,Granja de cuyes?,Pase,Pase,Granja de cuyes,3.0,4.0,0.0,184,7000.0,Manual?,Red pública, 
2019.0,12,JUNÍN,02,CONCEPCION,13,ORCOTUNA,11706,00004,1,Granja y Establo,Completa,Sierra,,3.675925925925926,Grandes productores/as agropecuarios/as,¿Persona natural?,¿Agrícola?,¿Pecuaria?,Pase,Pase,Pase,Granja de cuyes?,Pase,Pase,Granja de cuyes,1.0,0.0,0.0,022,1320.0,Manual?,Red pública, 
2019.0,12,JUNÍN,09,CHUPACA,04,HUACHAC,11772,00073,1,Granja y Establo,Completa,Sierra,,3.675925925925926,Grandes productores/as agropecuarios/as,¿Persona natural?,¿Agrícola?,¿Pecuaria?,Establo Lechero?,Pase,Pase,Pase,Pase,Pase,Establo lechero,1.0,0.0,0.0,080,80.0,Manual?,Red pública, 
2019.0,12,JUNÍN,09,CHUPACA,05,HUAMANCACA CHICO,11802,00023,1,Granja y Establo,Completa,Sierra,,3.675925925925926,Grandes productores/as agropecuarios/as,¿Persona natural?,¿Agrícola?,¿Pecuaria?,Pase,Pase,Pase,Granja de cuyes?,Pase,Pase,Granja de cuyes,2.0,0.0,0.0,015,1500.0,Manual?,Red pública, 
2019.0,12,JUNÍN,01,HUANCAYO,14,EL TAMBO,11897,00053,1,Granja y Establo,Completa,Sierra,,1.0300751879699248,Grandes productores/as agropecuarios/as,¿Persona natural?,¿Agrícola?,¿Pecuaria?,Pase,Pase,Pase,Granja de cuyes?,Pase,Pase,Granja de cuyes,4.0,0.0,0.0,050,2500.0,Manual?,Red pública, 
2019.0,12,JUNÍN,01,HUANCAYO,14,EL TAMBO,11898,00001,3,Granja y Establo,Completa,Sierra,,1.0300751879699248,Grandes productores/as agropecuarios/as,Otro,¿Agrícola?,¿Pecuaria?,Establo Lechero?,Pase,Pase,Pase,Pase,Pase,Granja de cuyes,2.0,0.0,0.0,200,6500.0,Manual?,Río/riachuelo, 
2019.0,12,JUNÍN,01,HUANCAYO,14,EL TAMBO,11898,00001,3,Granja y Establo,Completa,Sierra,,1.0300751879699248,Grandes productores/as agropecuarios/as,Otro,¿Agrícola?,¿Pecuaria?,Pase,Pase,Pase,Granja de cuyes?,Pase,Pase,Establo lechero,2.0,0.0,0.0,200,50.0,Manual?,Río/riachuelo, 
2019.0,15,LIMA,02,BARRANCA,02,PARAMONGA,12002,00151,1,Granja avicola,Completa,Costa,,1.0,Grandes productores/as agropecuarios/as,¿Sociedad anónima cerrada (SAC)?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de pollo de engorde,64.0,0.0,16.0,545,1630000.0,Automatico?,Pozo, 
2019.0,15,LIMA,02,BARRANCA,03,PATIVILCA,12005,00053,1,Granja avicola,Completa,Costa,,1.0,Grandes productores/as agropecuarios/as,¿Sociedad anónima cerrada (SAC)?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de gallina de postura,2.0,2.0,0.0,576,135000.0,Manual?,Cisterna, 
